"id","job_number","part_number","description","quantity","due_date","created_date","priority","status","routing","estimated_hours","customer","order_date","promised_date","outsourced_vendor","lead_days","link_material","material","routing_modified"
"6775ccee-926e-4037-9f5e-e243ebe39685","60088","PART-60088-33","Bushing / Sleeve","20","""2025-08-19T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.2,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-003"",""sequence"":1,""machineType"":""LATHE-003"",""estimatedHours"":0.96,""compatibleMachines"":[""LATHE-003""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: ADV PLATIN"",""sequence"":2,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]}]","1.16","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-08-19T05:00:00.000Z""","ADV PLATIN","7","true","SS 304 BRG STK RND 20MM X 144","false"
"6beb1722-bbfe-423f-af5d-a52dd41aa639","60102","PART-60102-42","Bracket 2.875in Tube IMG Standard Cap Plate","1200","""2025-08-27T05:00:00.000Z""","""2025-07-28T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""HMC-002"",""sequence"":0,""machineType"":""HMC-002"",""estimatedHours"":25.5,""compatibleMachines"":[""HMC-002""]},{""name"":""INSPECT-001"",""sequence"":1,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","25.50","GRIPTITE","""2025-07-28T05:00:00.000Z""","""2025-08-27T05:00:00.000Z""",,,"true","CUSTOMER PROVIDED","false"
"6c43ff6b-1d8f-43d3-bcbe-6a5c5dbb2cf9","60197","PART-60197-120","Stuff Tube End - N - ROT - #14","50","""2025-09-10T05:00:00.000Z""","""2025-08-05T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.15,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-001"",""sequence"":1,""machineType"":""LATHE-001"",""estimatedHours"":8.5,""compatibleMachines"":[""LATHE-001""]},{""name"":""ASSEMBLE-001"",""sequence"":2,""machineType"":""ASSEMBLE-001"",""estimatedHours"":0.21,""compatibleMachines"":[""ASSEMBLE-001""]}]","8.86","MAREL POUL","""2025-08-05T05:00:00.000Z""","""2025-09-10T05:00:00.000Z""",,,"true","9715034","false"
"6d36a5a9-0baf-430a-aea6-cb6fe01213bc","60044","PART-60044-11",".5"" disc","500","""2025-08-25T05:00:00.000Z""","""2025-07-21T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":5.25,""compatibleMachines"":[""WJ-001""]}]","5.25","NGP INC","""2025-07-21T05:00:00.000Z""","""2025-08-25T05:00:00.000Z""",,,"true","CUSTOMER PROVIDED","false"
"7149aefd-812f-4401-88ee-62ffa407c18a","60162","PART-60162-93","20H CONVEYOR DRIVE TRANS PLATE","5","""2025-09-11T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":2.17,""compatibleMachines"":[""WJ-001""]},{""name"":""INSPECT-001"",""sequence"":1,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: VALMONT"",""sequence"":2,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]}]","2.17","NCS INC","""2025-07-31T05:00:00.000Z""","""2025-09-11T05:00:00.000Z""","VALMONT","10","true","A36 HR PLATE .625  48 X 96","false"
"7292bf53-fc59-4d80-b290-9cb93d8420e5","60241","PART-60241-144","Druve Thru Arch-O-Ring Connect","1","""2025-08-15T05:00:00.000Z""","""2025-08-07T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.1,""compatibleMachines"":[""WJ-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":0.75,""compatibleMachines"":[""VMC-004""]}]","0.85","NCS INC","""2025-08-07T05:00:00.000Z""","""2025-08-15T05:00:00.000Z""",,,"true","6800932MP","false"
"72f61c09-5567-43f5-ade0-599f15e5c097","60131","PART-60131-64","Pin Locating 1/2-13","1","""2025-08-27T05:00:00.000Z""","""2025-07-30T05:00:00.000Z""","Normal","Scheduled","[{""name"":""OUTSOURCE"",""notes"":""Outsourced to: GERARD"",""sequence"":0,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]}]","0.00","MAREL POUL","""2025-07-30T05:00:00.000Z""","""2025-08-27T05:00:00.000Z""","GERARD","14","false","9721575","false"
"74717df9-660f-4d78-ab1b-deedaf3842df","60160","PART-60160-91","M135 Mold Safety Camera Mount","2","""2025-08-29T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.38,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":2.67,""compatibleMachines"":[""VMC-004""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","3.05","ACCU MOLD","""2025-07-31T05:00:00.000Z""","""2025-08-29T05:00:00.000Z""",,,"true","8975K248","false"
"772ad23c-7f1f-4fd9-a2d9-86576ed8fb80","60191","PART-60191-115","Block","3","""2025-09-10T05:00:00.000Z""","""2025-08-05T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.21,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-001"",""sequence"":1,""machineType"":""VMC-001"",""estimatedHours"":1.3,""compatibleMachines"":[""VMC-001""]}]","1.51","MAREL POUL","""2025-08-05T05:00:00.000Z""","""2025-09-10T05:00:00.000Z""",,,"true","SS 304L BAR 1.0 X 2.0 X 144","false"
"786d1b41-188b-459c-bcdf-e356c031cdec","60125","PART-60125-59","Bar pivot","4","""2025-09-17T05:00:00.000Z""","""2025-07-30T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.3,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-003"",""sequence"":1,""machineType"":""LATHE-003"",""estimatedHours"":0.77,""compatibleMachines"":[""LATHE-003""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","1.07","VERMEER","""2025-07-30T05:00:00.000Z""","""2025-09-17T05:00:00.000Z""",,,"true","CARB STL 1045 1.25 12FT","false"
"7985765b-086f-44f4-ad64-dbf330593157","60083","PART-60083-28","Cam Plate - Blank","72","""2025-08-27T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":2.65,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-003"",""sequence"":1,""machineType"":""VMC-003"",""estimatedHours"":6.4,""compatibleMachines"":[""VMC-003""]}]","9.05","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-08-27T05:00:00.000Z""",,,"true","SS 17-4 REC .625 X 1.5 X 144","false"
"79940805-91bc-4946-92e4-fc9abd39fb93","S60212","PART-S60212-167","HYD Motor End Insert - Keyed","9","""2025-09-02T05:00:00.000Z""","""2025-08-06T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.6,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-004"",""sequence"":1,""machineType"":""LATHE-004"",""estimatedHours"":2.8,""compatibleMachines"":[""LATHE-004""]},{""name"":""LATHE-004"",""sequence"":2,""machineType"":""LATHE-004"",""estimatedHours"":3.3,""compatibleMachines"":[""LATHE-004""]},{""name"":""VMC-001"",""sequence"":3,""machineType"":""VMC-001"",""estimatedHours"":1.75,""compatibleMachines"":[""VMC-001""]}]","8.45","STOCK","""2025-08-06T05:00:00.000Z""","""2025-09-02T05:00:00.000Z""",,,"true","SS 303 RND 3.0 X 12FT","false"
"7bf129f4-0362-407b-ab80-179658969822","60039","PART-60039-10","Roll Tooth - SK 11-300-Raw","130","""2025-09-01T05:00:00.000Z""","""2025-07-21T05:00:00.000Z""","Normal","Scheduled","[{""name"":""LATHE-005"",""sequence"":0,""machineType"":""LATHE-005"",""estimatedHours"":24.57,""compatibleMachines"":[""LATHE-005""]},{""name"":""LATHE-005"",""sequence"":1,""machineType"":""LATHE-005"",""estimatedHours"":19.76,""compatibleMachines"":[""LATHE-005""]},{""name"":""LATHE-005"",""sequence"":2,""machineType"":""LATHE-005"",""estimatedHours"":24.57,""compatibleMachines"":[""LATHE-005""]}]","68.90","MAREL POUL","""2025-07-21T05:00:00.000Z""","""2025-09-01T05:00:00.000Z""",,,"true","SS 303 RND 2.375 X 23.59","false"
"7d4fd84b-f552-4647-aff4-266ef26e1b07","60036","PART-60036-7","Plate - Top Pivot Cap","12","""2025-09-09T05:00:00.000Z""","""2025-07-21T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.6,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":4,""compatibleMachines"":[""VMC-004""]}]","4.60","VERMEER","""2025-07-21T05:00:00.000Z""","""2025-09-09T05:00:00.000Z""",,,"true","CR 1018 REC 1 X 1.25 X 144","false"
"7d725a82-14c9-42b2-b1ee-849f7d06fa67","60165","PART-60165-95","Adapter #20","12","""2025-09-09T05:00:00.000Z""","""2025-08-04T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.15,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-001"",""sequence"":1,""machineType"":""LATHE-001"",""estimatedHours"":4.1,""compatibleMachines"":[""LATHE-001""]},{""name"":""VMC-004"",""sequence"":2,""machineType"":""VMC-004"",""estimatedHours"":0.9,""compatibleMachines"":[""VMC-004""]},{""name"":""INSPECT-001"",""sequence"":3,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","5.15","MAREL POUL","""2025-08-04T05:00:00.000Z""","""2025-09-09T05:00:00.000Z""",,,"true","SS 303 RND 1.0 X 12 FT","false"
"7e0d8050-7ede-4059-9308-e95a031b09dd","60229","PART-60229-136","Spacer - 25x7.4 Rev A","400","""2025-09-17T05:00:00.000Z""","""2025-08-06T05:00:00.000Z""","Normal","Scheduled","[{""name"":""LATHE-003"",""sequence"":0,""machineType"":""LATHE-003"",""estimatedHours"":6.95,""compatibleMachines"":[""LATHE-003""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: A-1 LAPPIN"",""sequence"":1,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0.07,""compatibleMachines"":[""INSPECT-001""]}]","7.02","MAREL POUL","""2025-08-06T05:00:00.000Z""","""2025-09-17T05:00:00.000Z""","A-1 LAPPIN","20","true","SS 303 RND 1.0 X 12 FT","false"
"834b8b0f-3633-4bbe-aafc-f43a7b6c3147","60086","PART-60086-31","Cam Plate","16","""2025-08-27T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.45,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-003"",""sequence"":1,""machineType"":""VMC-003"",""estimatedHours"":2.87,""compatibleMachines"":[""VMC-003""]}]","3.32","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-08-27T05:00:00.000Z""",,,"true","SS 17-4 REC .625 X 1.5 X 144","false"
"83aa5b4b-16ed-42ac-957f-c0e899b7f9d9","60149","PART-60149-81","Overhead Manifold","3","""2025-08-29T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.35,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-001"",""sequence"":1,""machineType"":""VMC-001"",""estimatedHours"":1.85,""compatibleMachines"":[""VMC-001""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","2.20","ACCU MOLD","""2025-07-31T05:00:00.000Z""","""2025-08-29T05:00:00.000Z""",,,"true","SS 304 REC 1.5 X 3 X 144","false"
"83daeb6a-4522-45db-bd6c-c4cc66d77cc6","60100","PART-60100-40","Bracket 2.875in Tube IMG Standard Cap Plate","1200","""2025-08-13T05:00:00.000Z""","""2025-07-28T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""HMC-002"",""sequence"":0,""machineType"":""HMC-002"",""estimatedHours"":25.5,""compatibleMachines"":[""HMC-002""]},{""name"":""INSPECT-001"",""sequence"":1,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","25.50","GRIPTITE","""2025-07-28T05:00:00.000Z""","""2025-08-13T05:00:00.000Z""",,,"true","CUSTOMER PROVIDED","false"
"846adbb6-3351-47ed-9e2d-c5cfc18a4367","S60057","PART-S60057-154","Wheel Casting/Drive Axle","50","""2025-09-02T05:00:00.000Z""","""2025-07-22T05:00:00.000Z""","Normal","Scheduled","[{""name"":""ASSEMBLE-001"",""sequence"":0,""machineType"":""ASSEMBLE-001"",""estimatedHours"":3.01,""compatibleMachines"":[""ASSEMBLE-001""]}]","3.01","STOCK","""2025-07-22T05:00:00.000Z""","""2025-09-02T05:00:00.000Z""",,,"true","11437-002 MACHINED CASTING","false"
"873b23c5-b33b-4400-a858-2eb743a98b0d","S60156","PART-S60156-161","Return Door Weight","65","""2025-09-11T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":1.18,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-001"",""sequence"":1,""machineType"":""VMC-001"",""estimatedHours"":2.13,""compatibleMachines"":[""VMC-001""]}]","3.31","STOCK","""2025-07-31T05:00:00.000Z""","""2025-09-11T05:00:00.000Z""",,,"true","HR A36 REC 1 X 2 X 240","false"
"87a2a84c-cdd8-42bb-bc76-1342ba7d9ad0","60046","PART-60046-13","2"" disc","500","""2025-08-25T05:00:00.000Z""","""2025-07-21T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":8.58,""compatibleMachines"":[""WJ-001""]}]","8.58","NGP INC","""2025-07-21T05:00:00.000Z""","""2025-08-25T05:00:00.000Z""",,,"true","CUSTOMER PROVIDED","false"
"89c9d032-dcba-499d-be07-115e4d8b3493","60072","PART-60072-24","Stuff Tube End - N - ROT - #11","5","""2025-08-22T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.15,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-001"",""sequence"":1,""machineType"":""LATHE-001"",""estimatedHours"":1.65,""compatibleMachines"":[""LATHE-001""]}]","1.80","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-08-22T05:00:00.000Z""",,,"true","9715034","false"
"8ad06fac-f07e-41ff-bf83-00fa74d1c047","60174","PART-60174-102","Roll","6","""2025-09-03T05:00:00.000Z""","""2025-08-04T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.15,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-003"",""sequence"":1,""machineType"":""LATHE-003"",""estimatedHours"":0.5,""compatibleMachines"":[""LATHE-003""]}]","0.65","MAREL POUL","""2025-08-04T05:00:00.000Z""","""2025-09-03T05:00:00.000Z""",,,"true","DELRIN RND .75 X 1FT","false"
"8b1df1c2-b1d4-4c0a-8c8d-38e586252257","60148","PART-60148-80","Wire Trough Bracket","12","""2025-08-29T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.65,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-001"",""sequence"":1,""machineType"":""VMC-001"",""estimatedHours"":1.7,""compatibleMachines"":[""VMC-001""]},{""name"":""SHIPPING-001"",""sequence"":2,""machineType"":""SHIPPING-001"",""estimatedHours"":0,""compatibleMachines"":[""SHIPPING-001""]}]","2.35","ACCU MOLD","""2025-07-31T05:00:00.000Z""","""2025-08-29T05:00:00.000Z""",,,"true","8975K518","false"
"8cb270f4-b3bc-4e04-b886-79f78bd6a61b","60250","PART-60250-150","Plate","2","""2025-09-04T05:00:00.000Z""","""2025-08-07T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.42,""compatibleMachines"":[""WJ-001""]},{""name"":""ASSEMBLE-001"",""sequence"":1,""machineType"":""ASSEMBLE-001"",""estimatedHours"":0.58,""compatibleMachines"":[""ASSEMBLE-001""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: ADV PLATIN"",""sequence"":2,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]}]","1.00","MAREL POUL","""2025-08-07T05:00:00.000Z""","""2025-09-04T05:00:00.000Z""","ADV PLATIN","3","true","SS 304 SHEET 14 GA 48 X 96","false"
"8d8f53e1-2a8a-4db4-a02d-86effa748be8","60187","PART-60187-111","Gear","100","""2025-09-09T05:00:00.000Z""","""2025-08-04T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":26.67,""compatibleMachines"":[""WJ-001""]}]","26.67","VERMEER","""2025-08-04T05:00:00.000Z""","""2025-09-09T05:00:00.000Z""",,,"true","A36 HR PLATE .5  48 X 96","false"
"8e8659ef-c574-43c9-8f51-822506a7ea83","S60242","PART-S60242-169","Druve Thru Arch-O-Ring Connect","14","""2025-09-30T05:00:00.000Z""","""2025-08-07T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":1.03,""compatibleMachines"":[""WJ-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":1.68,""compatibleMachines"":[""VMC-004""]}]","2.71","STOCK","""2025-08-07T05:00:00.000Z""","""2025-09-30T05:00:00.000Z""",,,"true","SS 304 SHEET .375 48 X 96","false"
"91296d51-cd1e-4a61-8353-33dfa6a88395","60094","PART-60094-36","Shaft roller","1","""2025-08-25T05:00:00.000Z""","""2025-07-24T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.13,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-006"",""sequence"":1,""machineType"":""LATHE-006"",""estimatedHours"":1.19,""compatibleMachines"":[""LATHE-006""]},{""name"":""VMC-002"",""sequence"":2,""machineType"":""VMC-002"",""estimatedHours"":1.33,""compatibleMachines"":[""VMC-002""]}]","2.65","MAREL POUL","""2025-07-24T05:00:00.000Z""","""2025-08-25T05:00:00.000Z""",,,"true","SS 303 RND 1.0 X 12 FT","false"
"91d0db21-cde6-48ed-8588-23c733af35ed","60071","PART-60071-23","Plate","1","""2025-08-22T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.35,""compatibleMachines"":[""WJ-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":1.1,""compatibleMachines"":[""VMC-004""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: ADV PLATIN"",""sequence"":2,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]},{""name"":""INSPECT-001"",""sequence"":3,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","1.45","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-08-22T05:00:00.000Z""","ADV PLATIN","5","true","SS 2205 DUPLEX SHT .187"" X 12"" X12""","false"
"928a4bc9-9d51-4932-988e-393a1e7594da","60087","PART-60087-32","Sleeve","5","""2025-09-02T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.5,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-006"",""sequence"":1,""machineType"":""LATHE-006"",""estimatedHours"":1.25,""compatibleMachines"":[""LATHE-006""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: ADV HEAT T"",""sequence"":2,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: ADV PLATIN"",""sequence"":3,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]}]","1.75","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-09-02T05:00:00.000Z""","ADV HEAT T","10","true","SS 304 BRG STK 1.3779 X 144","false"
"92b227e6-afd3-423f-b005-e8ee2c803ce9","60193","PART-60193-117","Flap","5","""2025-09-10T05:00:00.000Z""","""2025-08-05T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.92,""compatibleMachines"":[""WJ-001""]},{""name"":""VMC-002"",""sequence"":1,""machineType"":""VMC-002"",""estimatedHours"":2,""compatibleMachines"":[""VMC-002""]},{""name"":""BLAST-001"",""sequence"":2,""machineType"":""BLAST-001"",""estimatedHours"":0,""compatibleMachines"":[""BLAST-001""]},{""name"":""INSPECT-001"",""sequence"":3,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","2.92","MAREL POUL","""2025-08-05T05:00:00.000Z""","""2025-09-10T05:00:00.000Z""",,,"true","SS 304 SHT 10 MM X 48"" X 59""","false"
"92c4e045-8125-4416-a45d-916699e00251","60130","PART-60130-63","Shaft","1","""2025-08-26T05:00:00.000Z""","""2025-07-30T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.17,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-001"",""sequence"":1,""machineType"":""LATHE-001"",""estimatedHours"":1.62,""compatibleMachines"":[""LATHE-001""]},{""name"":""VMC-001"",""sequence"":2,""machineType"":""VMC-001"",""estimatedHours"":1.42,""compatibleMachines"":[""VMC-001""]}]","3.21","MAREL POUL","""2025-07-30T05:00:00.000Z""","""2025-08-26T05:00:00.000Z""",,,"true","SS 303 SQ 1.0  12FT","false"
"93dc66e2-f498-4907-816d-d32d9b5714e0","60249","PART-60249-149","Lug","175","""2025-09-08T05:00:00.000Z""","""2025-08-07T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":19.64,""compatibleMachines"":[""WJ-001""]},{""name"":""VMC-002"",""sequence"":1,""machineType"":""VMC-002"",""estimatedHours"":15.58,""compatibleMachines"":[""VMC-002""]}]","35.22","MAREL POUL","""2025-08-07T05:00:00.000Z""","""2025-09-08T05:00:00.000Z""",,,"true","SS 17-4 SHT .625 X 36 X72","false"
"940bc4d6-3a6c-4700-8616-6a89e2fa5811","60114","PART-60114-52","Spacer-Fan Nozzle Mount","1","""2025-08-26T05:00:00.000Z""","""2025-07-29T05:00:00.000Z""","Normal","Scheduled","[{""name"":""OUTSOURCE"",""notes"":""Outsourced to: GERARD"",""sequence"":0,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]},{""name"":""INSPECT-001"",""sequence"":1,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","0.00","NCS INC","""2025-07-29T05:00:00.000Z""","""2025-08-26T05:00:00.000Z""","GERARD","14","true","14683-000","false"
"956b1105-786a-41c1-aceb-e9c335d22bb4","60051","PART-60051-17","Cam Block-SK15","1","""2025-08-22T05:00:00.000Z""","""2025-07-22T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":0,""compatibleMachines"":[""VMC-004""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","0.00","MAREL INC","""2025-07-22T05:00:00.000Z""","""2025-08-22T05:00:00.000Z""",,,"true","8573K132","false"
"96b80ce9-3253-4de9-be01-cc41ce018c40","60118","PART-60118-54","Block","20","""2025-08-29T05:00:00.000Z""","""2025-07-30T05:00:00.000Z""","Normal","Scheduled","[{""name"":""VMC-002"",""sequence"":0,""machineType"":""VMC-002"",""estimatedHours"":4,""compatibleMachines"":[""VMC-002""]}]","4.00","MAREL POUL","""2025-07-30T05:00:00.000Z""","""2025-08-29T05:00:00.000Z""",,,"true","1.00"" X 1.750"" X 2.25"" DELRIN","false"
"9c36aaf4-7194-4042-85a0-c8a718780bd0","60091","PART-60091-35","Ring","35","""2025-08-22T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.2,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-003"",""sequence"":1,""machineType"":""LATHE-003"",""estimatedHours"":1.67,""compatibleMachines"":[""LATHE-003""]}]","1.87","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-08-22T05:00:00.000Z""",,,"true","SS 303 RND 1.187  12FT","false"
