Job,Customer,Est_Required_Qty,AMT Workcenter & Vendor,Vendor,Lead_Days,Order_Date,Promised_Date,Est Total Hours,Link_Material,Status,Material
59359,MAREL POUL,150,INSPECT-001,,0,5/13/2025 0:00,8/1/2025 0:00,0,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59380,MAREL POUL,3,INSPECT-001,,0,5/14/2025 0:00,6/10/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59391,SACMI USA,1,INSPECT-001,,0,5/15/2025 0:00,6/12/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59392,MAREL POUL,9,INSPECT-001,,0,5/15/2025 0:00,6/13/2025 0:00,0,TRUE,Closed,UHMW RND WHITE 2.5 X 120
59394,MAREL POUL,2,INSPECT-001,,0,5/15/2025 0:00,6/12/2025 0:00,0,TRUE,Closed,SS 303 RND .5  12FT
59395,MAREL POUL,2,INSPECT-001,,0,5/15/2025 0:00,6/12/2025 0:00,0,TRUE,Closed,SS 303 RND .5  12FT
59397,NCS INC,3,INSPECT-001,,0,5/15/2025 0:00,6/12/2025 0:00,0,TRUE,Closed,8702K596
59398,NCS INC,3,INSPECT-001,,0,5/15/2025 0:00,6/12/2025 0:00,0,TRUE,Closed,8702K596
59404,COLEWELL,1,INSPECT-001,,0,5/15/2025 0:00,6/26/2025 0:00,0,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59411,MAREL POUL,2,INSPECT-001,,0,5/16/2025 0:00,6/18/2025 0:00,0,TRUE,Closed,1272T55
59412,MAREL POUL,4,INSPECT-001,,0,5/16/2025 0:00,6/18/2025 0:00,0,TRUE,Closed,1272T55
59425,VERMEER,100,INSPECT-001,,0,5/19/2025 0:00,6/19/2025 0:00,0,TRUE,Closed,A36 PLATE .375 48 X 96
59426,MAREL POUL,50,INSPECT-001,,0,5/19/2025 0:00,6/23/2025 0:00,0,TRUE,Closed,SS 304 RND 1.0  12FT
59429,BW CONVERT,4,INSPECT-001,,0,5/19/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,8910K772
59430,BW CONVERT,4,INSPECT-001,,0,5/19/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,8910K82
59432,BW CONVERT,1,INSPECT-001,,0,5/19/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,A36 PLATE .375 48 X 96
59433,BW CONVERT,1,INSPECT-001,,0,5/19/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,"CRS 1018 REC 1"" X 1.75"" X12"""
59434,BW CONVERT,8,INSPECT-001,,0,5/19/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,8910K765
59435,BW CONVERT,4,INSPECT-001,,0,5/19/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,8910K772
59438,BW CONVERT,1,INSPECT-001,,0,5/19/2025 0:00,7/23/2025 0:00,0,TRUE,Closed,174411
59446,MAREL POUL,50,INSPECT-001,,0,5/20/2025 0:00,7/3/2025 0:00,0,TRUE,Closed,SS 303 RND 3.25 X 12FT
59458,MAREL POUL,20,INSPECT-001,,0,5/20/2025 0:00,6/19/2025 0:00,0,TRUE,Closed,"BRONZE 954 RND 1.25"" X 144"
59463,MAREL POUL,0,INSPECT-001,,0,5/20/2025 0:00,6/17/2025 0:00,0,TRUE,Closed,626141
59464,"PMI, LLC",8,INSPECT-001,,0,5/21/2025 0:00,6/18/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59465,CAP,47,INSPECT-001,,0,5/21/2025 0:00,6/18/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59466,"PMI, LLC",108,INSPECT-001,,0,5/21/2025 0:00,6/18/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59489,MAREL POUL,0,INSPECT-001,,0,5/27/2025 0:00,6/24/2025 0:00,0,TRUE,Closed,3924482
59489,MAREL POUL,0,INSPECT-001,,0,5/27/2025 0:00,6/24/2025 0:00,0,TRUE,Closed,SS 316 TUB .312 X .020W X 240
59491,MAREL POUL,1,INSPECT-001,,0,5/27/2025 0:00,6/17/2025 0:00,0,TRUE,Closed,SS 304 FLAT BAR 2.5 SQ X 12FT
59496,MAREL POUL,3,INSPECT-001,,0,5/28/2025 0:00,6/25/2025 0:00,0,TRUE,Closed,1272T38
59497,WEILER,6,INSPECT-001,,0,5/29/2025 0:00,6/27/2025 0:00,0,TRUE,Canceled,CUSTOMER PROVIDED
59498,COLEWELL,39,INSPECT-001,,0,5/29/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,"PLASTIC UHMW RND 7"" X 60"""
59499,COLEWELL,39,INSPECT-001,,0,5/29/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR GRND PLATE .5  48 X 96
59500,COLEWELL,78,INSPECT-001,,0,5/29/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,UHMW POLY SHEET .5 X 48 X 96
59501,COLEWELL,234,INSPECT-001,,0,5/29/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,"CRS 1018 RND 1"" X 144"
59503,COLEWELL,39,INSPECT-001,,0,5/29/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,"UHMW PLSTC RND 5""X 60"""
59516,MAREL POUL,1,INSPECT-001,,0,5/30/2025 0:00,6/26/2025 0:00,0,TRUE,Closed,SS 304L PLATE .25  48 X 96
59523,VERMEER,100,INSPECT-001,,0,6/2/2025 0:00,7/3/2025 0:00,0,TRUE,Closed,A36 PLATE .375 48 X 96
59526,MAREL POUL,1,INSPECT-001,,0,6/2/2025 0:00,6/30/2025 0:00,0,TRUE,Closed,SS 304L PLATE 16 GA  48 X 96
59527,MAREL POUL,1,INSPECT-001,,0,6/2/2025 0:00,6/26/2025 0:00,0,TRUE,Closed,"SS 2205 DUPLEX SHT .187"" X 12"" X12"""
59532,MAREL POUL,10,INSPECT-001,,0,6/2/2025 0:00,7/9/2025 0:00,0,TRUE,Closed,SS 304 RND BRG STK 12MM X 144
59538,MAREL POUL,4,INSPECT-001,,0,6/3/2025 0:00,7/9/2025 0:00,0,TRUE,Closed,SS 304L PLATE .312 48 X 96
59539,MAREL POUL,25,INSPECT-001,,0,6/3/2025 0:00,7/9/2025 0:00,0,TRUE,Closed,SS 304 RND 1.0  12FT
59561,MAREL POUL,2,INSPECT-001,,0,6/5/2025 0:00,7/7/2025 0:00,0,TRUE,Closed,SS 304 SHEET 14 GA 48 X 96
59562,MAREL POUL,25,INSPECT-001,,0,6/5/2025 0:00,7/11/2025 0:00,0,TRUE,Closed,SS 304 RND 1.0  12FT
59564,MAREL POUL,50,INSPECT-001,,0,6/5/2025 0:00,7/11/2025 0:00,0,TRUE,Closed,SS 304 RND 1.0  12FT
59565,MAREL POUL,12,INSPECT-001,,0,6/5/2025 0:00,7/11/2025 0:00,0,TRUE,Closed,SS 304 RND 1.0  12FT
59568,MAREL POUL,10,INSPECT-001,,0,6/5/2025 0:00,7/3/2025 0:00,0,TRUE,Closed,SS 303 RND 3.75  12FT
59569,MAREL POUL,10,INSPECT-001,,0,6/5/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,SS 303 RND .625 X 12FT
59570,MAREL POUL,4000,INSPECT-001,,0,6/5/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,VENDOR SUPPLIES MATERIAL
59583,MAREL POUL,400,INSPECT-001,,0,6/5/2025 0:00,7/7/2025 0:00,0,TRUE,Closed,SS 17-4 REC .625 X 1.5 X 144
59584,MAREL POUL,550,INSPECT-001,,0,6/5/2025 0:00,7/21/2025 0:00,0,TRUE,Closed,SS 17-4 REC .625 X 1.5 X 144
59588,COLEWELL,2,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,CRS 1018 RND .5 X 12FT
59589,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,CRS 1018 RND .5 X 12FT
59590,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR PLATE .625  48 X 96
59591,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,HR 1010 SHEET .1875 48X96
59592,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,HR SHEET 12 GA 48 X 96
59593,COLEWELL,2,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,CRS 1018 FLAT .75 X 1 X 12FT
59594,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,CR1018 REC .75 X 2 X 144
59595,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR PLATE .5  48 X 96
59596,COLEWELL,6,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,8910K77
59597,COLEWELL,6,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,9116K12
59598,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 SHT .75X 48X96
59599,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 SHT .75X 48X96
59600,COLEWELL,2,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR PLATE .5  48 X 96
59601,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 SHT .75X 48X96
59602,COLEWELL,4,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,8910K74
59603,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,HR 1010 SHEET .1875 48X96
59604,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR PLATE .625  48 X 96
59605,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59606,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,HR 1010 SHEET 11GA 48 X 96
59607,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 SHT .75X 48X96
59608,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,CRS 1018 FLAT .375 X 3 X 12FT
59609,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,7786T277
59609,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,SHIPPING INBOUND
59610,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,CRS 1018 FLAT .375 X 3 X 12FT
59611,COLEWELL,2,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 PLATE .375 48 X 96
59612,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,CRS 1018 FLAT .375 X 3 X 12FT
59613,COLEWELL,2,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR PLATE .5  48 X 96
59614,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,"CRS 1018 .75"" X 1.5"" X 144"""
59615,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR PLATE .5  48 X 96
59616,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR PLATE .5  48 X 96
59617,COLEWELL,2,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,CRS 1018 REC 1 X 2 X144
59618,COLEWELL,4,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,8910K383
59619,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,1018 REC 1.0 X 2.5 X 144
59620,COLEWELL,1,INSPECT-001,,0,6/6/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,8910K37
59621,COLEWELL,1,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59622,COLEWELL,1,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59623,COLEWELL,1,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59624,COLEWELL,1,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59625,COLEWELL,2,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,8910K37
59626,COLEWELL,2,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 HR PLATE .5  48 X 96
59627,COLEWELL,2,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 PLATE .375 48 X 96
59628,COLEWELL,1,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,STL HR SHT .134 X 48 X 96
59629,COLEWELL,1,INSPECT-001,,0,6/9/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59632,MAREL POUL,12,INSPECT-001,,0,6/9/2025 0:00,7/11/2025 0:00,0,TRUE,Closed,SS 304 RND 1.0  12FT
59636,MAREL POUL,3,INSPECT-001,,0,6/9/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,SS 304 TUB 3.0 X .25W X 240
59638,MAREL POUL,1,INSPECT-001,,0,6/9/2025 0:00,7/7/2025 0:00,0,TRUE,Closed,SS 304L PLATE .25  48 X 96
59654,VERMEER,4,INSPECT-001,,0,6/10/2025 0:00,8/1/2025 0:00,0,TRUE,Active,"CRS 1018 RND .625 X 144"""
59674,MAREL POUL,5,INSPECT-001,,0,6/11/2025 0:00,7/8/2025 0:00,0,TRUE,Closed,9838612
59685,MAREL POUL,11,INSPECT-001,,0,6/11/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,UHMW RND WHITE 2.5 X 120
59702R,MAREL POUL,114,INSPECT-001,,0,7/17/2025 0:00,7/31/2025 0:00,0,TRUE,Closed,SS 303 RND 1.5  12FT
59711,MAREL POUL,35,INSPECT-001,,0,6/12/2025 0:00,7/28/2025 0:00,0,TRUE,Closed,SS 303 RND 1.5  12FT
59729,MAREL POUL,25,INSPECT-001,,0,6/16/2025 0:00,7/30/2025 0:00,0,TRUE,Closed,SS 303 RND 1.0 X 12 FT
59729,MAREL POUL,25,INSPECT-001,,0,6/16/2025 0:00,7/30/2025 0:00,0,TRUE,Closed,SS 304 RND 1.0  12FT
59739,MAREL POUL,20,INSPECT-001,,0,6/17/2025 0:00,7/31/2025 0:00,0,TRUE,Active,SS 316L RND 1.375 12FT
59742,MAREL POUL,20,INSPECT-001,,0,6/17/2025 0:00,7/22/2025 0:00,0,TRUE,Closed,"BRONZE 954 RND 1.25"" X 144"
59748,VERMEER,100,INSPECT-001,,0,6/17/2025 0:00,7/23/2025 0:00,0,TRUE,Closed,A36 PLATE .375 48 X 96
59755,TELEDYNE,20,INSPECT-001,,0,6/18/2025 0:00,7/22/2025 0:00,0,TRUE,Closed,ABS BLACK SHT .188X48X96
59758,GRIPTITE,879,INSPECT-001,,0,6/19/2025 0:00,6/26/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59762,MAREL POUL,12,INSPECT-001,,0,6/19/2025 0:00,7/30/2025 0:00,0,TRUE,Closed,SS 303 RND 1.0 X 12 FT
59762,MAREL POUL,12,INSPECT-001,,0,6/19/2025 0:00,7/30/2025 0:00,0,TRUE,Closed,SS 304 RND 1.0  12FT
59765,MAREL POUL,500,INSPECT-001,,0,6/19/2025 0:00,7/24/2025 0:00,0,TRUE,Closed,SS 17-4 REC .625 X 1.5 X 144
59767,MAREL POUL,10,INSPECT-001,,0,6/19/2025 0:00,7/25/2025 0:00,0,TRUE,Closed,60425K52
59770,MAREL POUL,1,INSPECT-001,,0,6/20/2025 0:00,7/17/2025 0:00,0,TRUE,Closed,SS 304 SHEET 11GA 48 X 96
59771,MAREL POUL,2,INSPECT-001,,0,6/20/2025 0:00,7/17/2025 0:00,0,TRUE,Closed,SS 304 RND 1.375 X 144
59772,MAREL INC,3,INSPECT-001,,0,6/23/2025 0:00,7/25/2025 0:00,0,TRUE,Closed,NYLON 6 SHT 1 X 7.5 X 22
59786,MAREL POUL,7,INSPECT-001,,0,6/23/2025 0:00,7/18/2025 0:00,0,TRUE,Closed,UHMW RND WHITE 2.5 X 120
59795,MAREL POUL,1,INSPECT-001,,0,6/24/2025 0:00,7/21/2025 0:00,0,TRUE,Closed,SS 304L PLATE 16 GA  48 X 96
59801,MCLANAHAN,5,INSPECT-001,,0,6/25/2025 0:00,7/30/2025 0:00,0,TRUE,Closed,"HRS A-36 2"" X 2.25"" X 240"""
59808,MAREL POUL,296,INSPECT-001,,0,6/26/2025 0:00,7/18/2025 0:00,4.93,TRUE,Closed,CASTING 26002
59812,MAREL POUL,4,INSPECT-001,,0,6/26/2025 0:00,8/5/2025 0:00,0,TRUE,Active,"SS 303 RND 2"" BRG STK X 144"
59823,MAREL POUL,21,INSPECT-001,,0,6/26/2025 0:00,7/31/2025 0:00,0,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59825,MAREL POUL,12,INSPECT-001,,0,6/26/2025 0:00,7/31/2025 0:00,0,TRUE,Closed,SS 304L PLATE .25  48 X 96
59831,MAREL POUL,7,INSPECT-001,,0,6/27/2025 0:00,7/25/2025 0:00,0,TRUE,Closed,UHMW RND WHITE 2.5 X 120
59832,MAREL POUL,500,INSPECT-001,,0,6/27/2025 0:00,7/29/2025 0:00,0,TRUE,Closed,SS 17-4 REC .625 X 1.5 X 144
59833,MAREL POUL,400,INSPECT-001,,0,6/27/2025 0:00,7/29/2025 0:00,0,TRUE,Closed,SS 17-4 REC .625 X 1.5 X 144
59836,"PMI, LLC",150,INSPECT-001,,0,6/27/2025 0:00,7/21/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59837,"PMI, LLC",100,INSPECT-001,,0,6/27/2025 0:00,8/4/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59843,VERMEER,100,INSPECT-001,,0,6/30/2025 0:00,8/6/2025 0:00,0,TRUE,Closed,A36 PLATE .375 48 X 96
59847,MAREL POUL,6,INSPECT-001,,0,7/1/2025 0:00,7/28/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59848,MAREL POUL,300,INSPECT-001,,0,7/1/2025 0:00,8/1/2025 0:00,5,TRUE,Active,CASTING 26002
59853,MAREL POUL,12,INSPECT-001,,0,7/2/2025 0:00,7/28/2025 0:00,0,TRUE,Closed,SS 304L PLATE .25  48 X 96
59856,MAREL POUL,2,INSPECT-001,,0,7/2/2025 0:00,8/1/2025 0:00,0,TRUE,Closed,SS 304 SHEET 11GA 48 X 96
59857,MAREL POUL,50,INSPECT-001,,0,7/2/2025 0:00,8/1/2025 0:00,0,TRUE,Closed,SS 303 RND 1.0 X 12 FT
59860,BRATNEYCOM,10,INSPECT-001,,0,7/2/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,"SS 304L REC 1.00"" X 3.00 X 144"
59861,MAREL POUL,7,INSPECT-001,,0,7/2/2025 0:00,8/1/2025 0:00,0,TRUE,Closed,SS 304 SHEET .375 48 X 96
59862,BRATNEYCOM,5,INSPECT-001,,0,7/2/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,"SS 304L REC 1.00"" X 3.00 X 144"
59863,BRATNEYCOM,10,INSPECT-001,,0,7/2/2025 0:00,7/16/2025 0:00,0,TRUE,Closed,SS 304 RND .50 12FT
59866,MAREL POUL,30,INSPECT-001,,0,7/2/2025 0:00,8/4/2025 0:00,0,TRUE,Closed,SS 304L PLATE .25  48 X 96
59869,MAREL POUL,8,INSPECT-001,,0,7/2/2025 0:00,7/28/2025 0:00,0,TRUE,Closed,"SS 304 RND 2.362(60MM)BRG X 48"""
59871,MAREL POUL,28,INSPECT-001,,0,7/2/2025 0:00,8/4/2025 0:00,0,TRUE,Active,93600A757
59873,MAREL POUL,0,INSPECT-001,,0,7/2/2025 0:00,7/31/2025 0:00,0,TRUE,Closed,3924482
59873,MAREL POUL,0,INSPECT-001,,0,7/2/2025 0:00,7/31/2025 0:00,0,TRUE,Closed,SS 316 TUB .312 X .020W X 240
59875,MDM-MFG,1,INSPECT-001,,0,7/3/2025 0:00,7/10/2025 0:00,0,TRUE,Closed,"ALUM 6061 SHT .25 X 48""X96"""
59876,MDM-MFG,1,INSPECT-001,,0,7/3/2025 0:00,7/10/2025 0:00,0,TRUE,Closed,"ALUM 6061 SHT .25 X 48""X96"""
59877,MDM-MFG,1,INSPECT-001,,0,7/3/2025 0:00,7/10/2025 0:00,0,TRUE,Closed,"ALUM 6061 SHT .25 X 48""X96"""
59878,MDM-MFG,1,INSPECT-001,,0,7/3/2025 0:00,7/10/2025 0:00,0,TRUE,Closed,"ALUM 6061 SHT .25 X 48""X96"""
59881,MAREL POUL,14,INSPECT-001,,0,7/7/2025 0:00,7/30/2025 0:00,0,TRUE,Closed,SS 304L REC .500 X .500 X 144
59882,MAREL POUL,0,INSPECT-001,,0,7/7/2025 0:00,8/4/2025 0:00,0,TRUE,Active,9800344
59887,MAREL POUL,2,INSPECT-001,,0,7/7/2025 0:00,8/4/2025 0:00,0,TRUE,Active,"6"" PTFE VIRGIN X 2"""
59889,MAREL POUL,8,INSPECT-001,,0,7/7/2025 0:00,7/31/2025 0:00,0,TRUE,Closed,DELRIN RND 1.25 OD 1FT
59890,MAREL POUL,9,INSPECT-001,,0,7/7/2025 0:00,8/4/2025 0:00,0,TRUE,Active,SS 304 BRG STK RND 20MM X 144
59893,MAREL POUL,0,INSPECT-001,,0,7/7/2025 0:00,8/11/2025 0:00,0,TRUE,Active,9837674
59894,MAREL POUL,250,INSPECT-001,,0,7/7/2025 0:00,8/11/2025 0:00,0,TRUE,Active,SS 17-4 REC .625 X 1.5 X 144
59895,MAREL POUL,250,INSPECT-001,,0,7/7/2025 0:00,8/11/2025 0:00,0,TRUE,Active,SS 17-4 REC .625 X 1.5 X 144
59896,MAREL POUL,2,INSPECT-001,,0,7/7/2025 0:00,8/8/2025 0:00,0,TRUE,Active,SS 304 RND 3.5 X 12FT
59900,MAREL POUL,2,INSPECT-001,,0,7/7/2025 0:00,8/8/2025 0:00,0,TRUE,Active,SS 304L PLATE .312 48 X 96
59905,MAREL POUL,2,INSPECT-001,,0,7/7/2025 0:00,7/28/2025 0:00,0,TRUE,Closed,"SS 304 SHT 10 MM X 48"" X 59"""
59917,ROTO ROOTE,500,INSPECT-001,,0,7/7/2025 0:00,8/4/2025 0:00,0,TRUE,Active,64960081
59917,ROTO ROOTE,500,INSPECT-001,,0,7/7/2025 0:00,8/4/2025 0:00,0,TRUE,Active,A36 HR PLATE .5  48 X 96
59917,ROTO ROOTE,500,INSPECT-001,,0,7/7/2025 0:00,1/12/2026 0:00,0,TRUE,Active,64960081
59917,ROTO ROOTE,500,INSPECT-001,,0,7/7/2025 0:00,1/12/2026 0:00,0,TRUE,Active,A36 HR PLATE .5  48 X 96
59933,MAREL POUL,50,INSPECT-001,,0,7/9/2025 0:00,7/28/2025 0:00,0,TRUE,Active,CUSTOMER PROVIDED
59948,GRIPTITE,1050,INSPECT-001,,0,7/9/2025 0:00,7/25/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59949,GRIPTITE,447,INSPECT-001,,0,7/9/2025 0:00,7/25/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
59957,MAREL POUL,12,INSPECT-001,,0,7/10/2025 0:00,8/4/2025 0:00,0,TRUE,Closed,SS 303 RND 1.0 X 12 FT
59965,MAREL POUL,3,INSPECT-001,,0,7/10/2025 0:00,8/7/2025 0:00,0,TRUE,Active,"SS 304 RND .315 X 144"""
60008,GRIPTITE,1150,INSPECT-001,,0,7/16/2025 0:00,8/6/2025 0:00,0,TRUE,Active,CUSTOMER PROVIDED
60009,GRIPTITE,231,INSPECT-001,,0,7/16/2025 0:00,8/6/2025 0:00,0,TRUE,Closed,CUSTOMER PROVIDED
S59051,STOCK,70,INSPECT-001,,0,4/17/2025 0:00,6/30/2025 0:00,0,TRUE,Active,"AL 6061 RND 1.625 X 144"""
S59495,STOCK,133,INSPECT-001,,0,5/28/2025 0:00,6/18/2025 0:00,0,TRUE,Closed,SS 316 TUB .312 X .020W X 240
58451,MAREL POUL,25,LATHE-001,,0,2/27/2025 0:00,6/6/2025 0:00,6.5,TRUE,Closed,SS 304 RND 1.0  12FT
58470,MAREL POUL,5,LATHE-001,,0,3/3/2025 0:00,6/2/2025 0:00,1.58,TRUE,Closed,SS 303 RND 1.0 X 12 FT
58522,MAREL POUL,50,LATHE-001,,0,3/6/2025 0:00,5/30/2025 0:00,4.08,TRUE,Closed,SS 303 RND .5  12FT
58534,MAREL POUL,10,LATHE-001,,0,3/6/2025 0:00,8/25/2025 0:00,2.67,TRUE,Active,SS 303 RND 1.625 12FT
58577,MAREL POUL,1,LATHE-001,,0,3/11/2025 0:00,5/15/2025 0:00,1.62,TRUE,Closed,SS 303 SQ 1.0  12FT
58600,MAREL POUL,10,LATHE-001,,0,3/12/2025 0:00,6/13/2025 0:00,2,TRUE,Closed,9715686
58600,MAREL POUL,10,LATHE-001,,0,3/12/2025 0:00,6/13/2025 0:00,2,TRUE,Closed,SS 303 RND 1.25 X 12 FT
58610,MAREL POUL,4,LATHE-001,,0,3/12/2025 0:00,5/15/2025 0:00,2,TRUE,Closed,SS304 RND BRG STK .393 X 144
58614,MAREL POUL,12,LATHE-001,,0,3/13/2025 0:00,7/16/2025 0:00,4.5,TRUE,Closed,SS 303 RND 1.625 12FT
58730,MAREL POUL,25,LATHE-001,,0,3/20/2025 0:00,6/6/2025 0:00,7.33,TRUE,Closed,SS 304 RND 1.0  12FT
58742,MAREL POUL,100,LATHE-001,,0,3/20/2025 0:00,6/25/2025 0:00,11.86,TRUE,Closed,SS 304 RND 1.5 12FT
58762,MAREL POUL,24,LATHE-001,,0,3/24/2025 0:00,6/20/2025 0:00,2.97,TRUE,Closed,SS 304 RND 1.0  12FT
58767,MAREL POUL,25,LATHE-001,,0,3/25/2025 0:00,6/30/2025 0:00,7.33,TRUE,Closed,SS 304 RND 1.0  12FT
58810,MAREL POUL,25,LATHE-001,,0,3/26/2025 0:00,7/30/2025 0:00,2.17,TRUE,Closed,SS 303 RND 2.125 12FT
58903,MAREL POUL,10,LATHE-001,,0,4/7/2025 0:00,7/17/2025 0:00,8.91,TRUE,Closed,SS 303 SQ BAR 1.5 12FT
58995,MCLANAHAN,148,LATHE-001,,0,4/11/2025 0:00,6/18/2025 0:00,21.42,TRUE,Closed,CF 1215 RND .6875 144
59005,MAREL POUL,6,LATHE-001,,0,4/14/2025 0:00,6/11/2025 0:00,2.65,TRUE,Closed,SS 304L RND 1.625 X 12FT
59007,MAREL POUL,25,LATHE-001,,0,4/14/2025 0:00,6/6/2025 0:00,6.83,TRUE,Closed,SS 304 RND 1.0  12FT
